club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,url
3329,fc-famalicao,FC Famalicão,PO1,,30,24.3,20,66.7,5,Estádio Municipal de Famalicão,5305,+€2.20m,null,2022,https://www.transfermarkt.co.uk/fc-famalicao/startseite/verein/3329
347,fc-metz,FC Metz,FR1,,21,25.0,14,66.7,7,Stade Saint-Symphorien,26700,+€14.20m,null,2021,https://www.transfermarkt.co.uk/fc-metz/startseite/verein/347
350,sheffield-united,Sheffield United,GB1,,27,26.7,14,51.9,9,Bramall Lane,32702,€-4.50m,null,2020,https://www.transfermarkt.co.uk/sheffield-united/startseite/verein/350
371,celtic-glasgow,Celtic FC,SC1,,30,25.7,22,73.3,17,Celtic Park,60832,€-16.63m,null,2022,https://www.transfermarkt.co.uk/celtic-glasgow/startseite/verein/371
40426,fk-tosno,FC Tosno (-2018),RU1,,0,,0,,0,Petrovsky,20985,+-0,null,2017,https://www.transfermarkt.co.uk/fk-tosno/startseite/verein/40426
41231,fk-sochi,FC Sochi,RU1,,25,27.9,7,28.0,3,Fisht Olympic Stadium,45994,+€5.97m,null,2022,https://www.transfermarkt.co.uk/fk-sochi/startseite/verein/41231
566,beerschot-ac,Beerschot AC,BE1,,0,,0,,0,Olympisch Stadion,12771,+-0,null,2012,https://www.transfermarkt.co.uk/beerschot-ac/startseite/verein/566
653,ofi-kreta,OFI Crete FC,GR1,,31,26.6,16,51.6,3,Gipedo Theodoros Vardinogiannis,9088,+€700k,null,2022,https://www.transfermarkt.co.uk/ofi-kreta/startseite/verein/653
8024,fc-arouca,FC Arouca,PO1,,25,25.6,20,80.0,2,Estádio Municipal de Arouca,5600,+€4.00m,null,2022,https://www.transfermarkt.co.uk/fc-arouca/startseite/verein/8024
993,fc-cordoba,Córdoba CF,ES1,,24,27.9,4,16.7,0,Nuevo Arcángel,21822,+-0,null,2014,https://www.transfermarkt.co.uk/fc-cordoba/startseite/verein/993
1049,fc-valencia,Valencia CF,ES1,,28,24.7,14,50.0,9,Mestalla,55000,+€42.10m,null,2022,https://www.transfermarkt.co.uk/fc-valencia/startseite/verein/1049
1177,silkeborg-if,Silkeborg IF,DK1,,25,24.0,2,8.0,1,JYSK Park,10000,+€5.19m,null,2022,https://www.transfermarkt.co.uk/silkeborg-if/startseite/verein/1177
1210,as-livorno,US Livorno 1915,IT1,,28,23.8,3,10.7,0,Armando Picchi,19238,+-0,null,2013,https://www.transfermarkt.co.uk/as-livorno/startseite/verein/1210
1283,fc-emmen,FC Emmen,NL1,,30,25.8,14,46.7,3,De Oude Meerdijk,8309,+-0,null,2022,https://www.transfermarkt.co.uk/fc-emmen/startseite/verein/1283
19771,akhisarspor,Akhisarspor,TR1,,14,21.0,0,,0,Spor Toto Akhisar Stadyumu,12139,+€5k,null,2018,https://www.transfermarkt.co.uk/akhisarspor/startseite/verein/19771
204,lierse-sk,Lierse SK (- 2018),BE1,,0,,0,,0,Herman Vanderpoortenstadion,14538,+-0,null,2014,https://www.transfermarkt.co.uk/lierse-sk/startseite/verein/204
2375,altay-sk,Altay SK,TR1,,31,25.3,3,9.7,0,Alsancak Mustafa Denizli Stadı,15000,+€1.42m,null,2021,https://www.transfermarkt.co.uk/altay-sk/startseite/verein/2375
2425,rio-ave-fc,Rio Ave FC,PO1,,24,27.5,12,50.0,0,Estádio dos Arcos,5300,+€600k,null,2022,https://www.transfermarkt.co.uk/rio-ave-fc/startseite/verein/2425
2759,ross-county-fc,Ross County FC,SC1,,28,24.8,14,50.0,2,Global Energy Stadium,6541,€-91k,null,2022,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759
3719,fk-khimki,FK Khimki,RU1,,27,25.3,12,44.4,2,Arena Khimki,18636,€-892k,null,2022,https://www.transfermarkt.co.uk/fk-khimki/startseite/verein/3719
48332,kolos-kovalivka,Kolos Kovalivka,UKR1,,24,27.0,1,4.2,1,Kolos,5050,+€670k,null,2022,https://www.transfermarkt.co.uk/kolos-kovalivka/startseite/verein/48332
49364,ingulets-petrove,Ingulets Petrove,UKR1,,28,26.5,2,7.1,1,Stadion Ingulets,1720,+-0,null,2022,https://www.transfermarkt.co.uk/ingulets-petrove/startseite/verein/49364
511,dundee-fc,Dundee FC,SC1,,27,25.2,12,44.4,0,Kilmac Stadium at Dens Park,11850,+-0,null,2021,https://www.transfermarkt.co.uk/dundee-fc/startseite/verein/511
520,cercle-brugge,Cercle Brugge,BE1,,23,23.9,14,60.9,4,Jan-Breydel-Stadion,29062,€-1.25m,null,2022,https://www.transfermarkt.co.uk/cercle-brugge/startseite/verein/520
610,ajax-amsterdam,Ajax Amsterdam,NL1,,27,24.3,11,40.7,15,Johan Cruijff ArenA,55600,+€103.52m,null,2022,https://www.transfermarkt.co.uk/ajax-amsterdam/startseite/verein/610
68608,cf-os-belenenses,CF Os Belenenses,PO1,,30,25.7,5,16.7,0,Estádio do Restelo,19980,+-0,null,2017,https://www.transfermarkt.co.uk/cf-os-belenenses/startseite/verein/68608
6993,fk-mariupol,FK Mariupol,UKR1,,0,,0,,0,Stadion im. Volodymyra Boyko,12680,+€100k,null,2021,https://www.transfermarkt.co.uk/fk-mariupol/startseite/verein/6993
6996,goverla-uzhgorod,Goverla Uzhgorod (- 2016),UKR1,,0,,0,,0,Avangard,10640,+-0,null,2015,https://www.transfermarkt.co.uk/goverla-uzhgorod/startseite/verein/6996
826,rc-lens,RC Lens,FR1,,30,25.8,18,60.0,13,Stade Bollaert-Delelis,38223,+€13.24m,null,2022,https://www.transfermarkt.co.uk/rc-lens/startseite/verein/826
985,manchester-united,Manchester United,GB1,,38,25.3,23,60.5,22,Old Trafford,74879,€-230.03m,null,2022,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
10,arminia-bielefeld,Arminia Bielefeld,L1,,27,25.3,15,55.6,4,SchücoArena,26515,+€5.90m,null,2021,https://www.transfermarkt.co.uk/arminia-bielefeld/startseite/verein/10
1091,paok-thessaloniki,PAOK Thessaloniki,GR1,,30,27.0,22,73.3,7,Toumba Stadium,28703,€-170k,null,2022,https://www.transfermarkt.co.uk/paok-thessaloniki/startseite/verein/1091
11126,mordovia-saransk,Mordovia Saransk (-2020),RU1,,0,,0,,0,Mordovia Arena,44442,+-0,null,2015,https://www.transfermarkt.co.uk/mordovia-saransk/startseite/verein/11126
11688,giresunspor,Giresunspor,TR1,,25,25.5,10,40.0,4,Çotanak Spor Kompleksi,21500,+€284k,null,2022,https://www.transfermarkt.co.uk/giresunspor/startseite/verein/11688
13,atletico-madrid,Atlético de Madrid,ES1,,22,28.6,15,68.2,16,Civitas Metropolitano,68456,€-9.25m,null,2022,https://www.transfermarkt.co.uk/atletico-madrid/startseite/verein/13
1435,go-ahead-eagles-deventer,Go Ahead Eagles,NL1,,27,23.5,11,40.7,0,De Adelaarshorst,9909,+€750k,null,2022,https://www.transfermarkt.co.uk/go-ahead-eagles-deventer/startseite/verein/1435
14589,fk-orenburg,FK Orenburg,RU1,,26,25.5,13,50.0,4,Gazovik,10046,€-5.58m,null,2022,https://www.transfermarkt.co.uk/fk-orenburg/startseite/verein/14589
16,borussia-dortmund,Borussia Dortmund,L1,,33,24.7,16,48.5,16,SIGNAL IDUNA PARK,81365,€-25.10m,null,2022,https://www.transfermarkt.co.uk/borussia-dortmund/startseite/verein/16
206,brondby-if,Bröndby IF,DK1,,26,25.0,11,42.3,6,Brøndby Stadion,28000,€-10.31m,null,2022,https://www.transfermarkt.co.uk/brondby-if/startseite/verein/206
232,spartak-moskau,Spartak Moscow,RU1,,26,25.1,8,30.8,11,Otkrytie Bank Arena,44571,+€894k,null,2022,https://www.transfermarkt.co.uk/spartak-moskau/startseite/verein/232
276,hellas-verona,Hellas Verona,IT1,,29,26.5,18,62.1,6,Marcantonio Bentegodi,39211,€-5.68m,null,2022,https://www.transfermarkt.co.uk/hellas-verona/startseite/verein/276
281,manchester-city,Manchester City,GB1,,25,27.0,17,68.0,18,Etihad Stadium,55017,+€11.67m,null,2022,https://www.transfermarkt.co.uk/manchester-city/startseite/verein/281
29228,royal-excel-mouscron,Royal Excel Mouscron (-2022),BE1,,0,,0,,0,Le Canonnier,10830,+€40k,null,2020,https://www.transfermarkt.co.uk/royal-excel-mouscron/startseite/verein/29228
2944,ankaraspor,Ankaraspor,TR1,,30,23.8,1,3.3,0,Osmanlı Stadı,19626,+-0,null,2017,https://www.transfermarkt.co.uk/ankaraspor/startseite/verein/2944
2969,dijon-fco,Dijon FCO,FR1,,29,25.8,14,48.3,4,Stade Gaston-Gérard,16098,+€1.50m,null,2020,https://www.transfermarkt.co.uk/dijon-fco/startseite/verein/2969
2999,hamilton-academical-fc,Hamilton Academical FC,SC1,,28,22.8,9,32.1,0,Fountain of Youth Stadium,6018,+-0,null,2020,https://www.transfermarkt.co.uk/hamilton-academical-fc/startseite/verein/2999
3302,ud-almeria,UD Almería,ES1,,26,26.2,13,50.0,2,Power Horse Stadium,15274,€-14.88m,null,2022,https://www.transfermarkt.co.uk/ud-almeria/startseite/verein/3302
368,fc-sevilla,Sevilla FC,ES1,,24,28.8,18,75.0,11,Ramón Sánchez-Pizjuán,43883,+€62.10m,null,2022,https://www.transfermarkt.co.uk/fc-sevilla/startseite/verein/368
3999,pas-lamia-1964,PAS Lamia 1964,GR1,,33,28.7,16,48.5,5,"Stadio Lamia ""Athanasios Diakos""",5500,+-0,null,2022,https://www.transfermarkt.co.uk/pas-lamia-1964/startseite/verein/3999
4128,amkar-perm,Amkar Perm,RU1,,26,26.0,0,,0,Zvezda,17000,+-0,null,2017,https://www.transfermarkt.co.uk/amkar-perm/startseite/verein/4128
430,ac-florenz,ACF Fiorentina,IT1,,26,26.6,14,53.8,8,Artemio Franchi,43147,+€11.10m,null,2022,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430
506,juventus-turin,Juventus FC,IT1,,28,27.1,17,60.7,17,Allianz Stadium,41507,+€5.03m,null,2022,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
5219,aok-kerkyra,AOK Kerkyra,GR1,,8,28.1,1,12.5,0,Ethniko Stadio Kerkyras,3000,+-0,null,2017,https://www.transfermarkt.co.uk/aok-kerkyra/startseite/verein/5219
595,sc-bastia,SC Bastia,FR1,,25,27.6,8,32.0,6,Stade Armand-Cesari,16480,+€480k,null,2016,https://www.transfermarkt.co.uk/sc-bastia/startseite/verein/595
618,as-saint-etienne,AS Saint-Étienne,FR1,,29,25.1,8,27.6,3,Stade Geoffroy-Guichard,42000,+€12.85m,null,2021,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
65,spvgg-greuther-furth,SpVgg Greuther Fürth,L1,,28,24.0,11,39.3,2,Sportpark Ronhof | Thomas Sommer,16626,+€3.97m,null,2021,https://www.transfermarkt.co.uk/spvgg-greuther-furth/startseite/verein/65
903,hibernian-fc,Hibernian FC,SC1,,24,26.9,13,54.2,4,Easter Road Stadium,20250,+€4.23m,null,2022,https://www.transfermarkt.co.uk/hibernian-fc/startseite/verein/903
1071,wigan-athletic,Wigan Athletic,GB1,,27,27.9,15,55.6,8,DW Stadium,25133,+-0,null,2012,https://www.transfermarkt.co.uk/wigan-athletic/startseite/verein/1071
1147,ac-ajaccio,AC Ajaccio,FR1,,30,28.4,15,50.0,9,Stade François-Coty,10446,+€300k,null,2022,https://www.transfermarkt.co.uk/ac-ajaccio/startseite/verein/1147
1301,cs-maritimo,CS Marítimo,PO1,,29,26.6,18,62.1,4,Estádio do Marítimo,10600,€-750k,null,2022,https://www.transfermarkt.co.uk/cs-maritimo/startseite/verein/1301
133,sc-cambuur-leeuwarden,SC Cambuur Leeuwarden,NL1,,30,25.8,12,40.0,5,Cambuurstadion,10250,€-550k,null,2022,https://www.transfermarkt.co.uk/sc-cambuur-leeuwarden/startseite/verein/133
1627,catania-calcio,Catania SSD,IT1,,28,25.9,3,10.7,0,Cibali - Angelo Massimino,20204,+-0,null,2013,https://www.transfermarkt.co.uk/catania-calcio/startseite/verein/1627
173,odense-boldklub,Odense Boldklub,DK1,,26,23.7,13,50.0,5,Nature Energy Park,15790,+€600k,null,2022,https://www.transfermarkt.co.uk/odense-boldklub/startseite/verein/173
190,fc-kopenhagen,FC Copenhagen,DK1,,28,25.3,17,60.7,11,Parken,38065,+€9.24m,null,2022,https://www.transfermarkt.co.uk/fc-kopenhagen/startseite/verein/190
21957,ao-platanias,AO Platanias,GR1,,0,,0,,0,Dimotiko Gipedo Perivolia,3700,+-0,null,2017,https://www.transfermarkt.co.uk/ao-platanias/startseite/verein/21957
237,rcd-mallorca,RCD Mallorca,ES1,,24,27.9,13,54.2,9,Mallorca Son Moix,20500,€-8.32m,null,2022,https://www.transfermarkt.co.uk/rcd-mallorca/startseite/verein/237
2410,zska-moskau,CSKA Moscow,RU1,,26,25.1,8,30.8,7,VEB Arena,30114,€-4.72m,null,2022,https://www.transfermarkt.co.uk/zska-moskau/startseite/verein/2410
244,olympique-marseille,Olympique Marseille,FR1,,22,26.7,16,72.7,14,Orange Vélodrome,67394,€-77.93m,null,2022,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
2995,fc-pacos-de-ferreira,FC Paços de Ferreira,PO1,,28,25.8,12,42.9,3,Estádio Capital do Móvel,9076,+€4.96m,null,2022,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
3268,casa-pia-ac,Casa Pia AC,PO1,,28,26.8,19,67.9,4,Estádio Nacional do Jamor,37593,+€190k,null,2022,https://www.transfermarkt.co.uk/casa-pia-ac/startseite/verein/3268
3368,ud-levante,Levante UD,ES1,,23,27.5,6,26.1,0,Ciutat de València,26354,+€7.80m,null,2021,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
339,dnipro-dnipropetrovsk,Dnipro Dnipropetrovsk (-2020),UKR1,,0,,0,,0,Meteor,24381,+-0,null,2016,https://www.transfermarkt.co.uk/dnipro-dnipropetrovsk/startseite/verein/339
3592,kryvbas-kryvyi-rig,Kryvbas Kryvyi Rig,UKR1,,27,26.0,4,14.8,1,Girnyk,2500,€-150k,null,2022,https://www.transfermarkt.co.uk/kryvbas-kryvyi-rig/startseite/verein/3592
366,real-valladolid,Real Valladolid CF,ES1,,24,28.0,10,41.7,7,Nuevo José Zorrilla,27618,€-5.00m,null,2022,https://www.transfermarkt.co.uk/real-valladolid/startseite/verein/366
3691,tom-tomsk,Tom Tomsk,RU1,,0,,0,,0,Trud,10028,+-0,null,2016,https://www.transfermarkt.co.uk/tom-tomsk/startseite/verein/3691
533,tsg-1899-hoffenheim,TSG 1899 Hoffenheim,L1,,31,25.9,17,54.8,10,PreZero Arena,30150,+€40.80m,null,2022,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim/startseite/verein/533
5818,hobro-ik,Hobro IK,DK1,,22,24.8,4,18.2,2,DS Arena,7500,+-0,null,2019,https://www.transfermarkt.co.uk/hobro-ik/startseite/verein/5818
605,aris-thessaloniki,Aris Thessaloniki,GR1,,30,27.2,22,73.3,7,"Gipedo ""Kleanthis Vikelidis""",22800,+€4.80m,null,2022,https://www.transfermarkt.co.uk/aris-thessaloniki/startseite/verein/605
60949,volos-nps,Volos NPS,GR1,,26,26.4,16,61.5,3,Panthessaliko Stadio,22700,+€1.27m,null,2022,https://www.transfermarkt.co.uk/volos-nps/startseite/verein/60949
89,1-fc-union-berlin,1.FC Union Berlin,L1,,27,27.6,13,48.1,10,Stadion An der Alten Försterei,22012,+€6.02m,null,2022,https://www.transfermarkt.co.uk/1-fc-union-berlin/startseite/verein/89
8970,frosinone-calcio,Frosinone Calcio,IT1,,29,25.4,11,37.9,3,Benito Stirpe,16227,€-285k,null,2018,https://www.transfermarkt.co.uk/frosinone-calcio/startseite/verein/8970
995,fc-nantes,FC Nantes,FR1,,27,26.3,12,44.4,8,Stade de la Beaujoire,37463,€-12.45m,null,2022,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
1003,leicester-city,Leicester City,GB1,,30,27.1,19,63.3,16,King Power Stadium,32273,+€33.40m,null,2022,https://www.transfermarkt.co.uk/leicester-city/startseite/verein/1003
1010,fc-watford,Watford FC,GB1,,30,26.3,24,80.0,12,Vicarage Road,21577,+€42.02m,null,2021,https://www.transfermarkt.co.uk/fc-watford/startseite/verein/1010
11,fc-arsenal,Arsenal FC,GB1,,27,25.0,19,70.4,18,Emirates Stadium,60704,€-168.56m,null,2022,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11
1108,deportivo-alaves,Deportivo Alavés,ES1,,24,26.1,10,41.7,3,Mendizorroza,19840,+€625k,null,2021,https://www.transfermarkt.co.uk/deportivo-alaves/startseite/verein/1108
1132,fc-burnley,Burnley FC,GB1,,26,25.1,18,69.2,12,Turf Moor,21994,+€38.26m,null,2021,https://www.transfermarkt.co.uk/fc-burnley/startseite/verein/1132
1411,raec-mons,RAEC Mons (- 2015),BE1,,0,,0,,0,Charles Tondreau Stadion,12662,+-0,null,2013,https://www.transfermarkt.co.uk/raec-mons/startseite/verein/1411
1416,amiens-sc,Amiens SC,FR1,,24,24.1,10,41.7,7,Stade Crédit Agricole la Licorne,12999,+€700k,null,2019,https://www.transfermarkt.co.uk/amiens-sc/startseite/verein/1416
1420,sco-angers,Angers SCO,FR1,,30,24.9,15,50.0,7,Stade Raymond Kopa,19350,+€31.00m,null,2022,https://www.transfermarkt.co.uk/sco-angers/startseite/verein/1420
150,real-betis-sevilla,Real Betis Balompié,ES1,,26,29.1,13,50.0,10,Benito Villamarín,59378,€-10.25m,null,2022,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
167,fc-augsburg,FC Augsburg,L1,,32,25.3,19,59.4,6,WWK ARENA,30660,€-4.65m,null,2022,https://www.transfermarkt.co.uk/fc-augsburg/startseite/verein/167
265,panathinaikos-athen,Panathinaikos Athens,GR1,,30,27.1,21,70.0,10,Apostolos Nikolaidis,15000,€-3.67m,null,2022,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
2672,apo-levadiakos,APO Levadiakos,GR1,,31,27.9,19,61.3,0,Stadio Livadias,5915,+-0,null,2022,https://www.transfermarkt.co.uk/apo-levadiakos/startseite/verein/2672
2696,krylya-sovetov-samara,Krylya Sovetov Samara,RU1,,25,25.1,6,24.0,4,Solidarnost Samara Arena,42347,+€2.53m,null,2022,https://www.transfermarkt.co.uk/krylya-sovetov-samara/startseite/verein/2696
2740,vorskla-poltava,Vorskla Poltava,UKR1,,30,25.0,9,30.0,2,Vorskla im. Oleksiy Butovskyi,23842,+€1.63m,null,2022,https://www.transfermarkt.co.uk/vorskla-poltava/startseite/verein/2740
2832,gaziantep-fk,Gaziantep FK,TR1,,6,23.0,3,50.0,0,Kalyon Stadyumu,33502,+€192k,null,2022,https://www.transfermarkt.co.uk/gaziantep-fk/startseite/verein/2832
2921,delfino-pescara-1936,Delfino Pescara 1936,IT1,,28,24.6,6,21.4,1,Adriatico,20476,+€4.60m,null,2016,https://www.transfermarkt.co.uk/delfino-pescara-1936/startseite/verein/2921
2990,academica-coimbra,Académica Coimbra,PO1,,26,25.2,6,23.1,0,Estádio Cidade de Coimbra,29744,+€150k,null,2015,https://www.transfermarkt.co.uk/academica-coimbra/startseite/verein/2990
306,sc-heerenveen,SC Heerenveen,NL1,,26,24.7,12,46.2,2,Abe Lenstra Stadion,27224,+€4.95m,null,2022,https://www.transfermarkt.co.uk/sc-heerenveen/startseite/verein/306
3426,esbjerg-fb,Esbjerg fB,DK1,,27,22.7,10,37.0,2,Blue Water Arena,16942,+-0,null,2019,https://www.transfermarkt.co.uk/esbjerg-fb/startseite/verein/3426
369,lyngby-bk,Lyngby BK,DK1,,30,24.1,7,23.3,2,Lyngby Stadion,10000,+€1.68m,null,2022,https://www.transfermarkt.co.uk/lyngby-bk/startseite/verein/369
370,aberdeen-fc,Aberdeen FC,SC1,,22,25.3,14,63.6,4,Pittodrie Stadium,22199,+€6.69m,null,2022,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370
3725,akhmat-grozny,Akhmat Grozny,RU1,,30,26.1,10,33.3,2,Akhmat-Arena,30200,€-4.40m,null,2022,https://www.transfermarkt.co.uk/akhmat-grozny/startseite/verein/3725
